-5.88943845673e-05 -121.46966817 -3255.62764527 -254114.194099 0.3 1031250.0
487.006909346 76.700491883 120.029147176 68.1550166961 99 10.0
16.5 0.002332 17.9610002041 5000.0 0.01 0.9999
