527999.99 -13.4651161946333 2.9800936
551999.99 -13.300955833361 2.8388507
575999.99 -12.9328517120642 3.062721
599999.99 -13.4129948224181 3.537461
623999.99 -13.2471422131419 3.750134
647999.99 -13.1559014892011 3.770953
671999.99 -13.1519411671975 3.914057
695999.99 -13.0637316609363 4.058831
719999.99 -13.2629696200532 4.219667
743999.99 -13.480476233518 4.515339
767999.99 -13.6433110503076 4.636262
791999.99 -14.1890202447751 4.720022
815999.99 -14.4521783275448 5.235925
839999.99 -14.6386013116628 5.647717
863999.99 -14.920490747633 5.699261
887999.99 -14.965244511148 5.770887
911999.98 -15.0045691395349 5.945042
935999.98 -15.1216845138968 6.161311
959999.98 -15.0964148710677 6.368978
983999.98 -14.9702692845238 6.48905
1008000 -14.7086172050264 6.588476
1032000 -14.3457928164405 6.760992
1056000 -14.0123272438588 6.954281
1080000 -13.7497147536105 7.159309
1104000 -13.4178666124613 7.372812
1128000 -12.8416827906104 7.531175
1152000 -12.1575613903748 7.717077
1176000 -11.7587586022078 7.955126
1200000 -11.4012762148872 8.135538
1224000 -11.04127236581 8.299598
1248000 -10.652034443344 8.49077
1272000 -10.1864639078494 8.653809
1296000 -9.7146495325276 8.791066
1320000 -9.29823195353201 8.941013
1344000 -8.77336108892185 9.111819
1368000 -8.15013832863563 9.295874
1392000 -7.50679248531786 9.448542
1416000 -6.84694091308522 9.559623
1440000 -6.21509864893757 9.608657
1464000 -5.61740763231381 9.589261
1488000 -5.0374092401501 9.63608499999999
1512000 -4.56704959156159 9.841116
1536000 -4.15530544814347 9.92883500000001
1560000 -3.86013956734588 9.840734
1584000 -3.72770162197304 9.688355
1608000 -3.54685155648153 9.651632
1632000 -3.54188691954274 10.736324
1656000 -3.68244161642306 10.909127
1680000 -3.55053972068154 10.671395
1704000 -3.93762150077229 10.535538
1728000 -4.43315958117458 10.443446
1752000 -5.36886659046381 10.3098
1776000 -6.31716765147433 10.270806
1800000 -7.19048303318819 10.306529
1824000 -8.39417086757451 10.277559
1848000 -9.50896692369825 10.310318
1872000 -10.773062703405 10.381853
1896000 -12.1911875110275 10.515106
