x-axis,1
second,Volt
+74.160000E-06,-9.412707364E-03
+74.162604E-06,-9.657679472E-03
+74.165208E-06,-9.607369671E-03
+74.167813E-06,-9.293286759E-03
+74.170417E-06,-8.979203847E-03
+74.173021E-06,-9.149072449E-03
+74.175625E-06,-9.657710880E-03
+74.178229E-06,-9.192415891E-03
+74.180833E-06,-8.627631999E-03
+74.183438E-06,-8.734231740E-03
+74.186042E-06,-8.577190284E-03
+74.188646E-06,-9.042711412E-03
+74.191250E-06,-9.053804821E-03
+74.193854E-06,-8.451996835E-03
+74.196458E-06,-8.803392797E-03
+74.199063E-06,-8.664995303E-03
+74.201667E-06,-8.766142563E-03
+74.204271E-06,-9.186674456E-03
+74.206875E-06,-8.997627951E-03
+74.209479E-06,-8.646357623E-03
+74.212083E-06,-8.715587778E-03
+74.214688E-06,-9.218811419E-03
+74.217292E-06,-9.330147530E-03
+74.219896E-06,-9.080388798E-03
+74.222500E-06,-9.223767648E-03
+74.225104E-06,-8.752643280E-03
+74.227708E-06,-8.697125984E-03
+74.230312E-06,-8.821879717E-03
+74.232917E-06,-8.299955579E-03
+74.235521E-06,-8.623335345E-03
+74.238125E-06,-9.380689752E-03
+74.240729E-06,-9.533258667E-03
+74.243333E-06,-9.574535443E-03
+74.245937E-06,-9.237675239E-03
+74.248542E-06,-9.311296273E-03
+74.251146E-06,-9.237725492E-03
+74.253750E-06,-9.380576682E-03
+74.256354E-06,-9.117463145E-03
+74.258958E-06,-9.186806370E-03
+74.261562E-06,-9.066449799E-03
+74.264167E-06,-8.872748585E-03
+74.266771E-06,-8.752341760E-03
+74.269375E-06,-8.558690800E-03
+74.271979E-06,-8.646357623E-03
+74.274583E-06,-8.785119453E-03
+74.277187E-06,-8.891040774E-03
+74.279792E-06,-9.080966711E-03
+74.282396E-06,-9.292733973E-03
+74.285000E-06,-9.186869187E-03
+74.287604E-06,-9.066261349E-03
+74.290208E-06,-9.150485823E-03
+74.292812E-06,-9.241444234E-03
+74.295417E-06,-8.803392797E-03
+74.298021E-06,-8.942267697E-03
+74.300625E-06,-8.909131950E-03
+74.303229E-06,-8.438007582E-03
+74.305833E-06,-8.591989871E-03
+74.308437E-06,-9.325850875E-03
+74.311042E-06,-9.449630951E-03
+74.313646E-06,-9.413448600E-03
+74.316250E-06,-9.449605824E-03
+74.318854E-06,-8.996547506E-03
+74.321458E-06,-9.202309503E-03
+74.324062E-06,-9.694138216E-03
+74.326667E-06,-9.362026945E-03
+74.329271E-06,-9.274498319E-03
+74.331875E-06,-9.413536543E-03
+74.334479E-06,-9.101890915E-03
+74.337083E-06,-8.697917473E-03
+74.339687E-06,-8.682276144E-03
+74.342292E-06,-8.749552704E-03
+74.344896E-06,-9.622250919E-03
+74.347500E-06,-9.781446984E-03
+74.350104E-06,-9.014154994E-03
+74.352708E-06,-8.767599908E-03
+74.355312E-06,-9.187038792E-03
+74.357917E-06,-9.204916391E-03
+74.360521E-06,-8.908698516E-03
+74.363125E-06,-8.855141097E-03
+74.365729E-06,-8.769459279E-03
+74.368333E-06,-8.749929604E-03
+74.370937E-06,-9.483338329E-03
+74.373542E-06,-9.745603842E-03
+74.376146E-06,-9.606352042E-03
+74.378750E-06,-9.222636949E-03
+74.381354E-06,-8.821151045E-03
+74.383958E-06,-8.785647112E-03
+74.386562E-06,-9.030078998E-03
+74.389167E-06,-9.465749686E-03
+74.391771E-06,-9.345330298E-03
+74.394375E-06,-8.646357623E-03
+74.396979E-06,-9.134090694E-03
+74.399583E-06,-9.188144364E-03
+74.402187E-06,-8.837766031E-03
+74.404792E-06,-9.413888316E-03
+74.407396E-06,-9.518867388E-03
+74.410000E-06,-9.361825932E-03
+74.412604E-06,-8.786501418E-03
+74.415208E-06,-8.105531975E-03
+74.417812E-06,-8.715480990E-03
+74.420417E-06,-9.309637916E-03
+74.423021E-06,-8.751211062E-03
+74.425625E-06,-8.768303454E-03
+74.428229E-06,-8.559450881E-03
+74.430833E-06,-8.140213010E-03
+74.433437E-06,-8.559086545E-03
+74.436042E-06,-8.646357623E-03
+74.438646E-06,-8.855687602E-03
+74.441250E-06,-9.257029028E-03
+74.443854E-06,-9.501322717E-03
+74.446458E-06,-9.309386649E-03
+74.449062E-06,-8.960427971E-03
+74.451667E-06,-8.890619903E-03
+74.454271E-06,-8.663764098E-03
+74.456875E-06,-8.489322448E-03
+74.459479E-06,-8.349668623E-03
+74.462083E-06,-8.454584878E-03
+74.464687E-06,-8.733553321E-03
+74.467292E-06,-8.716203381E-03
+74.469896E-06,-8.663688718E-03
+74.472500E-06,-8.768755733E-03
+74.475104E-06,-8.628410925E-03
+74.477708E-06,-8.018216926E-03
+74.480312E-06,-7.878462593E-03
+74.482917E-06,-8.402981056E-03
+74.485521E-06,-9.623946967E-03
+74.488125E-06,-9.500506101E-03
+74.490729E-06,-8.663588211E-03
+74.493333E-06,-8.629139597E-03
+74.495937E-06,-8.803392797E-03
+74.498542E-06,-8.943235072E-03
+74.501146E-06,-8.627971209E-03
+74.503750E-06,-8.577686535E-03
+74.506354E-06,-9.064678371E-03
+74.508958E-06,-8.453661475E-03
+74.511562E-06,-7.948264380E-03
+74.514167E-06,-8.280934718E-03
+74.516771E-06,-8.313637031E-03
+74.519375E-06,-8.263917706E-03
+74.521979E-06,-8.680517280E-03
+74.524583E-06,-8.612223092E-03
+74.527187E-06,-8.890437735E-03
+74.529792E-06,-8.663399761E-03
+74.532396E-06,-8.699330846E-03
+74.535000E-06,-8.820409809E-03
+74.537604E-06,-8.506326897E-03
