0 6.389247 3.1415927
24000 -2.9795 2.24316393
47999.999 -22.06775 2.05322223
71999.999 -18.090273 4.603509
95999.998 -31.1203034 3.0707908
120000 -21.089477 7.0868588
144000 -24.034981 6.9283893
168000 -25.814924 8.2526828
192000 -24.182273 8.8308906
216000 -21.082952 9.5390913
240000 -19.351684 9.57751877
264000 -23.591508 9.50941775
288000 -24.133772 11.22945891
311999.99 -17.747597 11.02257272
335999.99 -17.275962 10.7864138
359999.99 -25.8754399 10.5547207
383999.99 -22.585376 12.1118411
407999.99 -20.777076 12.7625437
431999.99 -14.808726 13.1898664
455999.99 -11.914868 13.4106995
479999.99 -7.396797 13.2397259
503999.99 -11.036223 13.0607533
527999.99 -12.59132 13.8741049
551999.99 -8.886333 14.0751287
575999.99 -9.381684 14.1894063
599999.99 -9.671318 14.4978953
623999.99 -10.053511 14.851925
647999.99 -8.88267 15.2829199
671999.99 -7.800879 15.5588645
695999.99 -5.754464 15.993385
719999.99 -1.719029 16.0310229
743999.99 -0.389510000000001 15.7691671
767999.99 -2.547105 15.434727
791999.99 -11.072554 15.311793
815999.99 -12.562994 17.154765
839999.99 -7.053472 17.196755
863999.99 -6.879232 17.219971
887999.99 -7.476107 17.423981
911999.98 -7.8683 17.631326
935999.98 -8.811221 17.864477
959999.98 -9.641365 18.154726
983999.98 -10.531336 18.462504
1008000 -11.00952 18.835979
1032000 -10.827284 19.131904
1056000 -11.478112 19.364178
1080000 -12.698978 19.684739
1104000 -13.572116 20.068145
1128000 -14.099337 20.482259
1152000 -13.965904 20.88083
1176000 -13.915303 21.20205
1200000 -14.480388 21.539412
1224000 -14.878968 21.958461
1248000 -14.612822 22.361077
1272000 -14.58383 22.727975
1296000 -14.389286 23.158471
1320000 -13.451853 23.512745
1344000 -13.581509 23.805985
1368000 -13.887035 24.27845
1392000 -12.367192 24.729679
1416000 -10.989045 25.026491
1440000 -10.388437 25.298118
1464000 -10.416261 25.656433
1488000 -9.12908 26.144807
1512000 -6.657503 26.455615
1536000 -4.865123 26.693705
1560000 -2.809556 26.913034
1584000 -0.782333999999999 27.04253
1608000 1.080702 27.094187
1632000 2.226769 27.016634
1656000 1.711966 26.916846
1680000 0.435412999999997 26.9087
1704000 -1.28015 26.902325
1728000 -4.175196 26.992762
1752000 -6.489135 27.238006
1776000 -8.832078 27.435936
1800000 -11.284891 27.815729
1824000 -12.191365 28.061025
1848000 -15.9722 28.297953
1872000 -17.851417 28.876335
1896000 -20.297239 29.159266
1920000 -22.068568 29.953903
1944000 -21.54877 30.106588
1968000 -29.1697552 30.646535
1992000 -25.098999 31.644816
2016000 -25.628332 31.998272
2040000 -23.106625 32.443739
2064000 -24.694081 32.349071
2088000 -29.505171 33.286886
2112000 -25.51457 33.395708
2136000 -39.791179 33.429394
2160000 -26.054843 35.185827
2184000 -27.5794904 34.616219
2208000 -35.02194332 36.432144
2232000 -29.6786703 36.028493
2256000 -41.9861563 38.879294
2280000 -31.4000383 37.721642
2304000 -33.6410979 41.513059
2328000 -27.3839589 40.256862
2352000 -48.822003 38.790809
2376000 -27.6264897 42.752248
2400000 -20.643521 43.348066
2424000 -13.196617 43.276917
2448000 -10.68605 43.033528
2472000 -11.136649 42.969913
2496000 -11.503311 43.098285
2520000 -12.342304 43.161498
2544000 -14.409069 43.395237
2568000 -14.825006 43.646314
2592000 -17.140847 43.762253
2616000 -19.061417 44.232887
2640000 -19.244702 44.262009
2664000 -26.2114257 44.148881
2688000 -29.788958 45.414275
2712000 -30.8397665 45.085101
2736000 -41.0665351 46.328646
2760000 -28.5379907 45.485743
2784000 -23.688587 44.489884
2808000 -24.1627162 44.199313
2832000 -22.5881407 44.685859
2856000 -21.6265081 44.841156
2880000 -19.508733 45.937646
2904000 -11.81742 46.091341
2928000 -10.492279 46.339363
2952000 -3.724159 47.165463
2976000 8.583348 47.556764
2999999.9 9.287821 44.331561
3023999.9 1.810583 44.967823
3047999.9 -0.915891999999999 45.474932
3071999.9 -0.798705999999999 45.934093
3095999.9 -0.715970000000002 46.231365
3119999.9 -0.310794999999999 46.652078
3143999.9 1.87664 46.976481
3167999.9 4.006325 47.193507
3191999.9 7.268379 47.361846
3215999.9 11.183204 47.219599
3239999.9 12.896319 46.787239
3263999.9 12.334149 46.300298
3287999.9 9.097296 45.59103
3311999.9 -0.0445569999999975 44.926753
3335999.9 -13.001466 43.852835
3359999.9 -11.396873 42.53065
3383999.9 -8.600289 42.463997
3407999.9 -7.444924 42.47208
3431999.9 -8.069756 42.543501
3455999.9 -9.059811 42.705293
3479999.9 -10.83432 42.886514
3503999.9 -12.60155 43.248488
3527999.9 -13.355975 43.540384
3551999.9 -15.123486 43.854144
3575999.9 -16.066555 44.183252
3599999.9 -19.274182 44.476147
3623999.9 -20.261479 45.305575
3647999.9 -19.337555 45.560859
3671999.9 -21.213639 46.110548
3695999.9 -18.854394 46.456694
3719999.9 -21.216166 46.557953
3743999.9 -22.2057757 47.309488
3767999.9 -20.807753 47.515472
3791999.9 -22.7809051 47.972446
3815999.9 -21.305459 48.330993
3839999.9 -25.338313 48.607745
3863999.9 -22.9003396 49.66042
3887999.9 -21.2332244 49.783533
3911999.9 -21.84592 50.347973
3935999.9 -19.576558 50.633857
3959999.9 -20.6710291 51.01287
3983999.9 -17.596668 51.491776
4007999.9 -16.410347 51.525415
4031999.9 -16.306166 51.77608
4055999.9 -14.559055 51.768453
4079999.9 -16.652555 51.49528
4103999.9 -23.4995634 51.592922
4127999.9 -26.809834 51.968793
4151999.9 -36.7448761 49.795786
4175999.9 -25.1936853 48.435934
4199999.9 -30.942561 48.32708
4223999.9 -24.3492367 49.438856
4247999.9 -22.634914 48.92187
4271999.9 -35.91717 48.92675
4295999.9 -24.7446102 50.03835
4319999.9 -24.92452149 49.27737
4343999.9 -48.313036 50.96053
4367999.9 -26.19296911 50.60258
4391999.9 -30.8100554 49.89847
4415999.9 -31.3984135 51.7266
4439999.9 -28.7304889 50.76878
4463999.9 -32.9144951 54.51195
4487999.9 -26.6498956 52.75287
4511999.9 -30.4915614 50.90297
4535999.9 -26.8571852 54.95553
4559999.9 -26.7817281 53.54237
4583999.9 -38.22583 57.25142
4607999.9 -27.0797729 55.15756
4631999.9 -33.446364 54.31952
4655999.9 -26.7448533 56.40039
4679999.9 -24.8162918 55.93825
4703999.9 -27.3841629 57.26769
4727999.9 -20.1685026 57.21087
4751999.9 -24.2957791 57.58233
4775999.9 -16.8470852 58.38964
4799999.9 -15.127738 58.25154
4823999.9 -15.4180246 58.61149
4847999.9 -13.00397 58.56853
4871999.9 -18.6238364 58.09804
4895999.9 -22.4924205 60.83794
4919999.9 -15.7692862 60.42019
4943999.9 -18.9878085 60.92113
4967999.9 -14.3436343 61.37966
4991999.9 -15.5026335 61.28725
5015999.9 -19.3717239 61.92278
5039999.9 -19.2604438 62.14576
5063999.9 -27.7306827 62.91912
5087999.9 -21.9429369 63.53072
5111999.9 -33.792373 63.5885
5135999.9 -20.8693838 65.39954
5159999.9 -20.4553715 64.94621
5183999.9 -26.574998 65.98837
5207999.9 -18.4411524 66.2557
5231999.9 -19.4505125 66.17362
5255999.9 -20.3290203 66.66868
5279999.9 -21.4119391 66.82728
5303999.9 -23.5868037 67.93893
5327999.9 -18.2988372 68.17883
5351999.9 -20.03981 68.32365
5375999.9 -19.0568129 69.01956
5399999.9 -17.8037659 69.17762
5423999.9 -18.828425 69.70448
5447999.9 -15.754252 70.03881
5471999.9 -16.1036606 70.1793
5495999.9 -15.4852257 70.65029
5519999.9 -14.9282806 70.76176
5543999.9 -16.013867 71.48581
5567999.9 -10.680712 71.71425
5591999.9 -11.3644899 71.74004
5615999.9 -9.840042 72.27226
5639999.9 -6.987614 72.20037
5663999.9 -9.177915 72.05452
5687999.9 -12.2233197 72.37505
5711999.9 -13.7046916 72.61808
5735999.9 -15.5267375 73.27023
5759999.9 -12.2716181 73.48072
5783999.9 -15.88098185 73.42496
5807999.9 -14.8841342 74.49969
5831999.9 -11.9694983 74.35312
5855999.9 -20.5413955 74.48993
5879999.9 -15.6772518 75.58845
5903999.9 -20.908641 76.03333
5927999.9 -10.2561514 77.00088
5951999.9 -13.5751814 76.72778
5975999.9 -7.7145029 79.00161
5999999.9 2.518443667 78.60807
